,name,rqfactor,meaning,category,category_meaning,source,is_proper
4,OBV,OBV,OBV因子通过累计/派发线来衡量市场或个股的资金关注度。OBV因子通常表明资金流入流出的情况。,技术因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
5,Force Index,FORCE_INDEX,能量潮指标因子通过能量潮指标来衡量市场或个股的资金关注度。能量潮指标因子通常表明资金流入流出的情况。,技术因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
6,Price Volatility,PRICE_STD,指收盘价在一定时间内的波动幅度。波动率因子通常用于反映市场的风险水平。,技术因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
7,Volume Volatility,VOLUME_STD,指交易量在一定时间内的波动幅度。波动率因子通常用于反映市场的风险水平。,技术因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
8,RSI,RSI,相对强弱指标（RSI）因子通过相对强弱指标来衡量价格的趋势强度。RSI因子通常表明价格趋势的强度。,技术因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
9,KDJ K,KDJ_K,随机波动指标K值因子通过随机波动指标K值来衡量价格的趋势强度。KDJ K值因子通常表明价格趋势的强度。,技术因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
10,KDJ D,KDJ_D,随机波动指标D值因子通过随机波动指标D值来衡量价格的趋势强度。KDJ D值因子通常表明价格趋势的强度。,技术因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
11,KDJ J,KDJ_J,随机波动指标J值因子通过随机波动指标J值来衡量价格的趋势强度。KDJ J值因子通常表明价格趋势的强度。,技术因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
12,Bollinger Bands,BOLL,布林线基准因子通过布林线来衡量价格的趋势强度和波动性。布林线基准因子通常表明价格趋势的强度和波动性。,技术因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
13,Bollinger Upper Band,BOLL_UP,布林线上轨因子通过布林线上轨来衡量价格的趋势强度和波动性。布林线上轨因子通常表明价格趋势的强度和波动性。,技术因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
14,Bollinger Lower Band,BOLL_DOWN,布林线下轨因子通过布林线下轨来衡量价格的趋势强度和波动性。布林线下轨因子通常表明价格趋势的强度和波动性。,技术因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
15,MACD Difference,MACD_DIFF,指数平滑移动平均线差离值因子通过指数平滑移动平均线差离值来衡量价格的趋势强度和波动性。MACD差离值因子通常表明价格趋势的强度和波动性。,技术因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
16,MACD DEA,MACD_DEA,指数平滑移动平均线平滑移动平均线因子通过指数平滑移动平均线平滑移动平均线来衡量价格的趋势强度和波动性。MACD平滑移动平均线因子通常表明价格趋势的强度和波动性。,技术因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
17,MACD Histogram,MACD_HIST,指数平滑移动平均线柱形图因子通过指数平滑移动平均线柱形图来衡量价格的趋势强度和波动性。MACD柱形图因子通常表明价格趋势的强度和波动性。,技术因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
18,Price Standard Deviation,PRICE_STD,近20交易日收盘价的标准差因子通过近20交易日收盘价的标准差来衡量价格的趋势强度和波动性。价格标准差因子通常表明价格趋势的强度和波动性。,技术因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
19,Volume Standard Deviation,VOLUME_STD,近20交易日成交量的标准差因子通过近20交易日成交量的标准差来衡量价格的趋势强度和波动性。成交量标准差因子通常表明价格趋势的强度和波动性。,技术因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
20,Price Mean Reversion,"MEAN(CLOSE,20)-CLOSE",价格均值回归因子通过最近20个交易日的收盘价均值减去当前的收盘价来衡量价格的趋势强度和波动性。价格均值回归因子通常表明价格趋势的强度和波动性。,技术因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,FALSE
21,Z-Score Mean Reversion,"(CLOSE-MEAN(CLOSE,20))/STD(CLOSE,20)",Z分数均值回归因子通过标准差来衡量当前价格相对于历史均值的偏离程度。它不仅考虑了价格的绝对偏离，还将这种偏离标准化，便于对不同时间段的数据进行比较。,技术因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,FALSE
22,Earnings Per Share (EPS),EPS,基本每股收益因子反映公司的盈利能力。每股收益越高，说明公司盈利能力越强。,基本面因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
23,Price to Earnings Ratio (P/E),PE,市盈率因子衡量市场对公司未来盈利能力的预期。市盈率越高，说明市场对公司未来盈利能力的预期越高。,基本面因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
24,Price to Book Ratio (P/B),PB,市净率因子反映公司市场价值与账面价值的关系。市净率越高，说明公司市场价值越高。,基本面因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
25,Price to Sales Ratio (P/S),PS,市销率因子衡量公司销售额与股票市值的关系。市销率越高，说明公司销售额越高。,基本面因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
26,Enterprise Value (EV),EV,企业价值因子衡量公司的整体价值。,基本面因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
27,Debt to Assets Ratio,DEBT_TO_ASSETS,资产负债率因子衡量公司的负债情况。,基本面因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
28,Debt to Equity Ratio,DEBT_TO_EQUITY,权益负债率因子衡量公司的资本结构。,基本面因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
29,Current Ratio,CURRENT_RATIO,流动比率因子衡量公司的短期偿债能力。,基本面因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
30,Quick Ratio,QUICK_RATIO,速动比率因子衡量公司的短期偿债能力。,基本面因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,TRUE
31,Asset Turnover,,,基本面因子,,./resource/Zh\资产定价模型中高维Alpha检验及其应用研究_吕悦.pdf,FALSE
0,Cash Flow to Investment Ratio,CASH_FLOW_TO_INVESTMENT_RATIO,现金满足投资比率，反映公司经营活动产生的现金流量净额与投资活动现金流出量的关系，用于衡量公司现金流的充足程度，以支持其投资活动。,基本面因子,,./resource/Zh\选股策略、超额收益及其可行性研究_高祥.pdf,FALSE
1,Cash Flow Interest Coverage Ratio,CASH_FLOW_INTEREST_COVERAGE_RATIO,现金流利息保障倍数，反映公司经营活动产生的现金流量净额与利息费用的关系，用于衡量公司偿还利息费用的能力。,基本面因子,,./resource/Zh\选股策略、超额收益及其可行性研究_高祥.pdf,FALSE
2,Operating Cash Flow Net Debt Ratio,OPERATING_CASH_FLOW_NET_DEBT_RATIO,经营现金流净额负债比，反映公司经营活动产生的现金流量净额与负债总额的关系，用于衡量公司偿还负债的能力。,基本面因子,,./resource/Zh\选股策略、超额收益及其可行性研究_高祥.pdf,FALSE
3,Total Asset Turnover,TOTAL_ASSET_TURNOVER,总资产周转率，反映公司利用总资产产生营业收入的能力，用于衡量公司资产的运营效率。,基本面因子,,./resource/Zh\选股策略、超额收益及其可行性研究_高祥.pdf,FALSE
4,Current Asset Turnover,CURRENT_ASSET_TURNOVER,流动资产周转率，反映公司利用流动资产产生营业收入的能力，用于衡量公司流动资产的运营效率。,基本面因子,,./resource/Zh\选股策略、超额收益及其可行性研究_高祥.pdf,FALSE
5,Long-Term Capital Return Rate,LONG_TERM_CAPITAL_RETURN_RATE,长期资本收益率，反映公司长期资本的使用效率，用于衡量公司长期资本的投资回报能力。,基本面因子,,./resource/Zh\选股策略、超额收益及其可行性研究_高祥.pdf,FALSE
6,Capital Expenditure Return Rate,CAPITAL_EXPENDITURE_RETURN_RATE,投入资本回报率，反映公司投入资本的使用效率，用于衡量公司资本的投资回报能力。,基本面因子,,./resource/Zh\选股策略、超额收益及其可行性研究_高祥.pdf,FALSE
7,Net Profit Growth Rate,NET_PROFIT_GROWTH_RATE,净利润增长率，反映公司净利润的增长速度，用于衡量公司盈利能力的增长潜力。,基本面因子,,./resource/Zh\选股策略、超额收益及其可行性研究_高祥.pdf,FALSE
8,Sustainable Growth Rate,SUSTAINABLE_GROWTH_RATE,可持续增长率，反映公司可持续发展的能力，用于衡量公司未来盈利能力的增长潜力。,基本面因子,,./resource/Zh\选股策略、超额收益及其可行性研究_高祥.pdf,FALSE
9,Inverse Price-to-Earnings Ratio,1/PRICE_TO_EARNINGS_RATIO,市盈率倒数，反映每股收益与股票价格的关系，用于衡量市场对公司未来盈利能力的预期。,估值类因子,,./resource/Zh\选股策略、超额收益及其可行性研究_高祥.pdf,FALSE
10,Inverse Price-to-Book Ratio,1/PRICE_TO_BOOK_RATIO,市净率倒数，反映每股净资产与股票价格的关系，用于评估公司资产的真实价值。,估值类因子,,./resource/Zh\选股策略、超额收益及其可行性研究_高祥.pdf,FALSE
11,Inverse Price-to-Sales Ratio,1/PRICE_TO SALES_RATIO,市销率倒数，反映每股销售额与股票价格的关系，用于衡量公司销售额与股票市值的关系。,估值类因子,,./resource/Zh\选股策略、超额收益及其可行性研究_高祥.pdf,FALSE
12,Inverse Price-to-Cash Flow Ratio,1/PRICE_TO_CASH_FLOW_RATIO,市现率倒数，反映每股经营活动产生的现金流量净额与股票价格的关系。,估值类因子,,./resource/Zh\选股策略、超额收益及其可行性研究_高祥.pdf,FALSE
13,Enterprise Value Multiple,ENTERPRISE_VALUE_MULTIPLIER,企业价值倍数，反映公司市值与息税折旧摊销前收入的关系。,估值类因子,,./resource/Zh\选股策略、超额收益及其可行性研究_高祥.pdf,FALSE
0,Earnings Per Share (EPS),NET_INCOME / TOTAL_OUTSTANDING_SHARES,基本每股收益，指公司净利润除以发行在外普通股的总数。,基本面因子,,./resource/Zh\量化基金业绩及其影响因子比较分析_李婷婷.pdf,FALSE
1,Price-to-Book Ratio (P/B),PRICE / BOOK_VALUE_PER_SHARE,市净率ttm，指股票价格除以每股净资产。,基本面因子,,./resource/Zh\量化基金业绩及其影响因子比较分析_李婷婷.pdf,FALSE
2,Price-to-Sales Ratio (P/S),PRICE / SALES_PER_SHARE,市销率ttm，指股票价格除以每股销售额。,基本面因子,,./resource/Zh\量化基金业绩及其影响因子比较分析_李婷婷.pdf,FALSE
3,Price-to-Earnings Ratio (P/E),PRICE / EPS,市盈率，指股票价格除以每股收益。,基本面因子,,./resource/Zh\量化基金业绩及其影响因子比较分析_李婷婷.pdf,FALSE
4,Enterprise Value (EV),MARKET_CAPITALIZATION + TOTAL_DEBT - CASH,企业价值ttm，指公司市值加上债务减去现金。,基本面因子,,./resource/Zh\量化基金业绩及其影响因子比较分析_李婷婷.pdf,FALSE
5,Debt-to-Assets Ratio,TOTAL_DEBT / TOTAL_ASSETS,资产负债率，指公司总债务除以总资产。,基本面因子,,./resource/Zh\量化基金业绩及其影响因子比较分析_李婷婷.pdf,FALSE
6,Debt-to-Equity Ratio,TOTAL_DEBT / SHAREHOLDER_EQUITY,权益负债率，指公司总债务除以股东权益。,基本面因子,,./resource/Zh\量化基金业绩及其影响因子比较分析_李婷婷.pdf,FALSE
7,Current Ratio,CURRENT_ASSETS / CURRENT LIABILITIES,流动比率，指公司流动资产除以流动负债。,基本面因子,,./resource/Zh\量化基金业绩及其影响因子比较分析_李婷婷.pdf,FALSE
8,Quick Ratio,(CURRENT_ASSETS - INVENTORY) / CURRENT LIABILITIES,速动比率，指公司（流动资产-存货）除以流动负债。,基本面因子,,./resource/Zh\量化基金业绩及其影响因子比较分析_李婷婷.pdf,FALSE
9,Asset Turnover,REVENUE / TOTAL_ASSETS,总资产周转率，指公司营业收入除以总资产。,基本面因子,,./resource/Zh\量化基金业绩及其影响因子比较分析_李婷婷.pdf,FALSE
10,Momentum,"CLOSE - REF(CLOSE, n)",收盘价动量，指当前收盘价与n个交易日前的收盘价之差。,技术因子,,./resource/Zh\量化基金业绩及其影响因子比较分析_李婷婷.pdf,FALSE
11,Volume Momentum,"VOLUME - REF(VOLUME, n)",交易量动量，指当前成交量与n个交易日前的成交量之差。,技术因子,,./resource/Zh\量化基金业绩及其影响因子比较分析_李婷婷.pdf,FALSE
12,RSI,"SUM(UP, 10) / SUM(DOWN, 10)",相对强弱指标(N=10)，指最近10个交易日上涨幅度总和除以下跌幅度总和。,技术因子,,./resource/Zh\量化基金业绩及其影响因子比较分析_李婷婷.pdf,FALSE
13,MACD,"EMA(CLOSE, 12) - EMA(CLOSE, 26)","指数平滑移动平均线差离值，指EMA(CLOSE, 12) - EMA(CLOSE, 26)。",技术因子,,./resource/Zh\量化基金业绩及其影响因子比较分析_李婷婷.pdf,TRUE
14,Bollinger Bands,"SMA(CLOSE, 20) + 2 * STD(CLOSE, 20), SMA(CLOSE, 20) - 2 * STD(CLOSE, 20)","布林线基准，指SMA(CLOSE, 20)加减两倍SMA(CLOSE, 20)的标准差。",技术因子,,./resource/Zh\量化基金业绩及其影响因子比较分析_李婷婷.pdf,TRUE
15,Gross Domestic Product (GDP),GDP,国内生产总值，指一个国家在一定时期内生产的所有最终商品和服务的市场价值。,宏观因子,,./resource/Zh\量化基金业绩及其影响因子比较分析_李婷婷.pdf,TRUE
16,GDP Growth Rate,GDP / GDP_PREV_YEAR - 1,国内生产总值增速，指GDP的年增长率。,宏观因子,,./resource/Zh\量化基金业绩及其影响因子比较分析_李婷婷.pdf,FALSE
17,Consumer Price Index (CPI),CPI,居民消费价格指数，指反映居民家庭一般所购买的消费品和服务价格水平变动情况的宏观经济指标。,宏观因子,,./resource/Zh\量化基金业绩及其影响因子比较分析_李婷婷.pdf,TRUE
18,Inflation Rate,CPI / CPI_PREV_YEAR - 1,通货膨胀率，指物价水平上升的百分比。,宏观因子,,./resource/Zh\量化基金业绩及其影响因子比较分析_李婷婷.pdf,FALSE
19,Interest Rate,INTEREST_RATE_1_YEAR,上海银行间同业拆借1年期利率，指银行间市场1年期同业拆借利率。,宏观因子,,./resource/Zh\量化基金业绩及其影响因子比较分析_李婷婷.pdf,FALSE
20,Purchasing Managers' Index (PMI),PMI,制造业采购经理指数，指反映经济活动中制造业生产、新订单、商品价格、存货、雇员数量和订单交货等方面的综合情况。,宏观因子,,./resource/Zh\量化基金业绩及其影响因子比较分析_李婷婷.pdf,TRUE
0,Management Factor,"REF(CLOSE,1)-DELAY(REF(CLOSE,1),1)",反映公司管理层的经营能力和策略，通过综合股权发行、应计、现金流、总资产增长率和投资资产比等指标构建。,基本面因子,,./resource/Zh\错误定价因子的构建及有效性检验_刘慧.pdf,TRUE
1,Performance Factor,"REF(CLOSE,1)-DELAY(REF(CLOSE,1),1)",反映公司的盈利能力和成长性，通过总资产收益率、净资产收益率、毛利率、市盈率和动量等指标构建。,基本面因子,,./resource/Zh\错误定价因子的构建及有效性检验_刘慧.pdf,TRUE
2,Momentum,"SUM(CLOSE,3)-SUM(CLOSE,2)",反映股票价格在一定时间内的上涨或下跌趋势，通过过去3个月累计收益率衡量。,技术因子,,./resource/Zh\错误定价因子的构建及有效性检验_刘慧.pdf,TRUE
3,Volatility,"STD(CLOSE,20)",描述股票价格在一定时间内的波动幅度，通过近20交易日收盘价的标准差衡量。,技术因子,,./resource/Zh\错误定价因子的构建及有效性检验_刘慧.pdf,TRUE
4,Volume,"STD(VOLUME,20)",衡量股票在市场中的可交易性和易变现性，通过近20交易日成交量的标准差衡量。,技术因子,,./resource/Zh\错误定价因子的构建及有效性检验_刘慧.pdf,TRUE
5,GDP Growth Rate,GDP_GROWTH_RATE,反映国内生产总值增速，衡量经济增长速度。,宏观因子,,./resource/Zh\错误定价因子的构建及有效性检验_刘慧.pdf,TRUE
6,Inflation Rate,INFLATION_RATE,反映通货膨胀率，衡量物价水平变动速度。,宏观因子,,./resource/Zh\错误定价因子的构建及有效性检验_刘慧.pdf,TRUE
7,Interest Rate,INTEREST_RATE,反映上海银行间同业拆借1年期利率，衡量资金成本。,宏观因子,,./resource/Zh\错误定价因子的构建及有效性检验_刘慧.pdf,TRUE
8,PMI,PMI,反映制造业采购经理指数，衡量制造业经济活动状况。,宏观因子,,./resource/Zh\错误定价因子的构建及有效性检验_刘慧.pdf,TRUE
0,ROA,NET_INCOME/TOTAL_ASSETS,衡量每单位资产创造多少净利润的指标。,财务因子,,./resource/Zh\集成学习算法在Alpha策略中的应用研究_杨杰.pdf,FALSE
1,ROE,NET_INCOME/NET_ASSETS,衡量公司净资产收益率，即股东权益的收益水平。,财务因子,,./resource/Zh\集成学习算法在Alpha策略中的应用研究_杨杰.pdf,FALSE
2,Net Profit Margin,NET_INCOME/OPERATING_REVENUE,衡量公司净利润与营业总收入的比率，反映公司盈利能力。,财务因子,,./resource/Zh\集成学习算法在Alpha策略中的应用研究_杨杰.pdf,FALSE
3,Operating Margin,OPERATING_INCOME/OPERATING_REVENUE,衡量公司营业利润与营业总收入的比率，反映公司运营效率。,财务因子,,./resource/Zh\集成学习算法在Alpha策略中的应用研究_杨杰.pdf,FALSE
4,Return on Equity,NET_INCOME/SHAREHOLDER_EQUITY,衡量公司净利润与股东权益的比率，反映公司盈利能力。,财务因子,,./resource/Zh\集成学习算法在Alpha策略中的应用研究_杨杰.pdf,FALSE
5,Debt to Equity Ratio,TOTAL_DEBT/SHAREHOLDER_EQUITY,衡量公司负债与股东权益的比例，反映公司财务杠杆水平。,财务因子,,./resource/Zh\集成学习算法在Alpha策略中的应用研究_杨杰.pdf,FALSE
6,Current Ratio,CURRENT_ASSETS/CURRENT LIABILITIES,衡量公司流动资产与流动负债的比例，反映公司短期偿债能力。,财务因子,,./resource/Zh\集成学习算法在Alpha策略中的应用研究_杨杰.pdf,FALSE
7,Quick Ratio,QUICK_ASSETS/CURRENT LIABILITIES,衡量公司速动资产与流动负债的比例，反映公司短期偿债能力。,财务因子,,./resource/Zh\集成学习算法在Alpha策略中的应用研究_杨杰.pdf,FALSE
8,Asset Turnover,SALES/TOTAL_ASSETS,衡量公司总资产周转率，反映公司销售能力。,财务因子,,./resource/Zh\集成学习算法在Alpha策略中的应用研究_杨杰.pdf,FALSE
9,P/E Ratio,PRICE/EPS,衡量股票价格与每股收益的比率，反映市场对公司未来盈利能力的预期。,估值因子,,./resource/Zh\集成学习算法在Alpha策略中的应用研究_杨杰.pdf,FALSE
10,P/B Ratio,PRICE/BOOK_VALUE,衡量股票价格与每股净资产的比率，反映公司市场价值与账面价值的关系。,估值因子,,./resource/Zh\集成学习算法在Alpha策略中的应用研究_杨杰.pdf,FALSE
11,P/S Ratio,PRICE/SALES,衡量股票价格与每股销售额的比率，适用于收入驱动型的公司。,估值因子,,./resource/Zh\集成学习算法在Alpha策略中的应用研究_杨杰.pdf,FALSE
12,P/CF Ratio,PRICE/CASH_FLOW,衡量股票价格与每股现金流的比率，用于评价股票的价格水平和风险水平。,估值因子,,./resource/Zh\集成学习算法在Alpha策略中的应用研究_杨杰.pdf,FALSE
13,Price Momentum,PRICE-MOMENTUM,衡量股票收盘价的动量，即价格在一定时间内的上涨或下跌趋势。,技术因子,,./resource/Zh\集成学习算法在Alpha策略中的应用研究_杨杰.pdf,FALSE
14,Volume Momentum,VOLUME-MOMENTUM,衡量股票成交量的动量，即成交量在一定时间内的上涨或下跌趋势。,技术因子,,./resource/Zh\集成学习算法在Alpha策略中的应用研究_杨杰.pdf,FALSE
15,RSI,RSI,衡量股票价格的相对强弱指标，用于判断股票的超买或超卖状态。,技术因子,,./resource/Zh\集成学习算法在Alpha策略中的应用研究_杨杰.pdf,TRUE
16,MACD,MACD_DIFF,衡量指数平滑移动平均线差离值，用于判断股票价格的上涨或下跌趋势。,技术因子,,./resource/Zh\集成学习算法在Alpha策略中的应用研究_杨杰.pdf,TRUE
17,Bollinger Bands,BOLL,衡量布林线基准，用于判断股票价格的波动范围。,技术因子,,./resource/Zh\集成学习算法在Alpha策略中的应用研究_杨杰.pdf,TRUE
18,GDP Growth Rate,GDP_GROWTH_RATE,衡量国内生产总值增速，反映经济增长速度。,宏观因子,,./resource/Zh\集成学习算法在Alpha策略中的应用研究_杨杰.pdf,TRUE
19,Inflation Rate,INFLATION_RATE,衡量通货膨胀率，反映物价水平上涨速度。,宏观因子,,./resource/Zh\集成学习算法在Alpha策略中的应用研究_杨杰.pdf,TRUE
20,Interest Rate,INTEREST_RATE,衡量上海银行间同业拆借1年期利率，反映资金成本。,宏观因子,,./resource/Zh\集成学习算法在Alpha策略中的应用研究_杨杰.pdf,TRUE
21,PMI,PMI,衡量制造业采购经理指数，反映制造业经济活动状况。,宏观因子,,./resource/Zh\集成学习算法在Alpha策略中的应用研究_杨杰.pdf,TRUE
0,Mean Reversion,"MEAN(CLOSE,20)-CLOSE",指收盘价相对于一段时间内均值的偏离程度，通常用于衡量价格的回归趋势。公式计算为最近20个交易日的收盘价均值减去当前的收盘价。,技术因子,,./resource/En\101 Formulaic Alphas.pdf,FALSE
1,Z-Score Mean Reversion,"(CLOSE-MEAN(CLOSE,20))/STD(CLOSE,20)",Z分数均值回归因子通过标准差来衡量当前价格相对于历史均值的偏离程度。它不仅考虑了价格的绝对偏离，还将这种偏离标准化，便于对不同时间段的数据进行比较。,技术因子,,./resource/En\101 Formulaic Alphas.pdf,FALSE
0,P/E Ratio,PRICE/EPS,股票价格除以每股收益 (EPS)，衡量市场对公司未来盈利能力的预期。通常用于衡量股票的相对价值。,基本面因子,,./resource/En\CAUSAL FACTOR INVESTING CAN FACTOR INVESTING BECOME SCIENTIFIC_.pdf,FALSE
1,P/B Ratio,PRICE/NET_ASSET,股票价格除以每股净资产，反映公司市场价值与账面价值的关系，用于评估公司资产的真实价值。,基本面因子,,./resource/En\CAUSAL FACTOR INVESTING CAN FACTOR INVESTING BECOME SCIENTIFIC_.pdf,FALSE
2,P/S Ratio,PRICE/SALES,股票价格除以每股销售额，用于衡量公司销售额与股票市值的关系，适用于收入驱动型的公司。,基本面因子,,./resource/En\CAUSAL FACTOR INVESTING CAN FACTOR INVESTING BECOME SCIENTIFIC_.pdf,FALSE
3,Debt to Assets Ratio,DEBT/ASSETS,衡量公司的资产负债情况，反映公司财务状况和资本结构的稳定性。,基本面因子,,./resource/En\CAUSAL FACTOR INVESTING CAN FACTOR INVESTING BECOME SCIENTIFIC_.pdf,FALSE
4,Debt to Equity Ratio,DEBT/EQUITY,衡量公司的资产负债情况，反映公司财务状况和资本结构的稳定性。,基本面因子,,./resource/En\CAUSAL FACTOR INVESTING CAN FACTOR INVESTING BECOME SCIENTIFIC_.pdf,FALSE
5,Current Ratio,CURRENT_ASSETS/CURRENT LIABILITIES,评估公司的盈利能力和成长性。,基本面因子,,./resource/En\CAUSAL FACTOR INVESTING CAN FACTOR INVESTING BECOME SCIENTIFIC_.pdf,FALSE
6,Quick Ratio,QUICK_ASSETS/CURRENT LIABILITIES,评估公司的盈利能力和成长性。,基本面因子,,./resource/En\CAUSAL FACTOR INVESTING CAN FACTOR INVESTING BECOME SCIENTIFIC_.pdf,FALSE
7,Asset Turnover,SALES/ASSETS,评估公司的盈利能力和成长性。,基本面因子,,./resource/En\CAUSAL FACTOR INVESTING CAN FACTOR INVESTING BECOME SCIENTIFIC_.pdf,FALSE
8,ESG Score,ESG_SCORE,衡量公司的运营效率，反映公司在日常经营活动中的表现。,基本面因子,,./resource/En\CAUSAL FACTOR INVESTING CAN FACTOR INVESTING BECOME SCIENTIFIC_.pdf,FALSE
0,HML_m,BOOK_VALUE/MARKET_CAP,价值因子，衡量公司账面价值与市场资本化的比率，反映公司市场价值与账面价值的关系，用于评估公司资产的真实价值。,估值类因子,,./resource/En\Factor models for Chinese A-shares.pdf,FALSE
1,HML_EP_m,EARNINGS/MARKET_CAP,基于收益的价值因子，衡量公司收益与市场资本化的比率，反映公司市场价值与收益的关系，用于评估公司收益的价值。,估值类因子,,./resource/En\Factor models for Chinese A-shares.pdf,FALSE
2,RMW_ROE_m,QUARTERLY_EARNINGS/BOOK_VALUE,基于收益的盈利能力因子，衡量公司季度收益与账面价值的比率，反映公司盈利能力。,盈利能力类因子,,./resource/En\Factor models for Chinese A-shares.pdf,FALSE
3,PMO_m,ABNORMAL_TURNOVER/AVG_TURNOVER,悲观与乐观情绪因子，衡量过去12个月异常交易量，反映市场情绪。,技术因子,,./resource/En\Factor models for Chinese A-shares.pdf,FALSE
4,SMB,LOG(MARKET_CAP),规模因子，衡量市值大小，用于衡量股票的规模。,技术因子,,./resource/En\Factor models for Chinese A-shares.pdf,FALSE
0,EGARCH,log(ht) = ω + β log(ht?1) + γ εt?1√ht?1 + α [|εt?1|√ht?1 ? √2π],Exponential Generalized Autoregressive Conditional Heteroskedasticity 模型，用于预测资产收益的波动性。,技术因子,,./resource/En\Financial Time Series Prediction Using Mixture of Experts.pdf,FALSE
1,ARCH,ht = ω + αεt?1^2 + βht?1,Autoregressive Conditional Heteroskedasticity 模型，用于预测资产收益的波动性。,技术因子,,./resource/En\Financial Time Series Prediction Using Mixture of Experts.pdf,FALSE
2,GARCH,ht = ω + αεt?1^2 + βht?1,Generalized Autoregressive Conditional Heteroskedasticity 模型，用于预测资产收益的波动性。,技术因子,,./resource/En\Financial Time Series Prediction Using Mixture of Experts.pdf,FALSE
3,RNN,无法使用基本因子与基本算子构造,Recurrent Neural Network，用于预测金融时间序列。,技术因子,,./resource/En\Financial Time Series Prediction Using Mixture of Experts.pdf,FALSE
4,MLP,无法使用基本因子与基本算子构造,Multilayer Perceptron，用于预测金融时间序列。,技术因子,,./resource/En\Financial Time Series Prediction Using Mixture of Experts.pdf,FALSE
5,RBF,无法使用基本因子与基本算子构造,Radial Basis Function Network，用于预测金融时间序列。,技术因子,,./resource/En\Financial Time Series Prediction Using Mixture of Experts.pdf,FALSE
6,MoE,无法使用基本因子与基本算子构造,Mixture of Experts，用于预测金融时间序列。,技术因子,,./resource/En\Financial Time Series Prediction Using Mixture of Experts.pdf,FALSE
0,Herding,"IF(OTHER_INVESTORS_DECISIONS, INVEST, NOT_INVEST)",投资者跟随其他投资者的决策，如买卖决策、交易股票的选择、交易股票的量和羊群效应的速度。,技术因子,,./resource/En\Impact_of_Behavioral_Factors_in_Making.pdf,FALSE
1,Heuristics,"IF(REPRESENTATIVENESS, INVEST, NOT_INVEST) + IF(OVERCONFIDENCE, INVEST, NOT_INVEST) + IF(ANCHORING, INVEST, NOT_INVEST) + IF(GAMBLERS_FALLOCY, INVEST, NOT_INVEST) + IF(AVAILABILITY_BIAS, INVEST, NOT_INVEST)",投资者使用启发式方法进行决策，如代表性、过度自信、锚定、赌徒谬误和可得性偏差。,技术因子,,./resource/En\Impact_of_Behavioral_Factors_in_Making.pdf,FALSE
2,Prospect,"IF(LOSS_AVERSION, AVOID_RISK, SEEK_RISK) + IF(REGRET_AVERSION, AVOID_RISK, SEEK_RISK) + IF(MENTAL_ACCOUNTING, INVEST, NOT_INVEST)",投资者对损失和收益的厌恶程度，以及心理账户的影响。,技术因子,,./resource/En\Impact_of_Behavioral_Factors_in_Making.pdf,FALSE
